Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Backout plan),Custom field (Begin Date),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design),Custom field (Development),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Urgency),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Status Category,Status Category Changed
[TC]-Icon Display of Saved Skills,TOB-152,10176,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:46 PM,20/Feb/24 6:24 PM,05/Mar/24 6:02 PM,20/Feb/24 6:24 PM,,0,Kullanıcının seçip kaydettiği yetenekleri doğru bir şekilde görebilmesini ve her bir yeteneği kaldırmak için çöp kovası simgesini kullanabilmesini kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b86a6a3,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzxm,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_609966768_*|*_3_*:*_1_*:*_4314684_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 6:24 PM
[TC]-Capability Add Alert and Automatic Removal,TOB-151,10175,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:42 PM,20/Feb/24 9:20 PM,05/Mar/24 6:02 PM,20/Feb/24 9:20 PM,,0,Kullanıcının yetenek ekledikten sonra ekranda doğru bir şekilde uyarı alıp almadığını ve bu uyarının kapatılabilirliğini  kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@235ee6b3,,,,,,,,,,,,,,,,,,,,,,,,,0|i00034:i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_610153238_*|*_3_*:*_1_*:*_14899064_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 9:20 PM
[TC]- Removal of Selected Competencies,TOB-150,10174,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:39 PM,20/Feb/24 9:20 PM,05/Mar/24 6:02 PM,20/Feb/24 9:20 PM,,0,Kullanıcının seçim ekranından seçmiş olduğu yetkinlikleri istediği şekilde kaldırabilmesini kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e4f21a5,,,,,,,,,,,,,,,,,,,,,,,,,0|i00034:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_610353774_*|*_3_*:*_1_*:*_14895508_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 9:20 PM
[TC]- Controlling a Competency Not Available in the System from the Keyboard,TOB-149,10173,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:34 PM,20/Feb/24 6:24 PM,05/Mar/24 6:02 PM,20/Feb/24 6:24 PM,,0,Kullanıcının tüm yetkinlikleri seçip kaydettikten sonra seçim kutusunun boş olduğunu kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1521d347,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzxr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_610642286_*|*_3_*:*_1_*:*_4322868_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 6:24 PM
[TC]-Click the Selection Box When Competency is Selected,TOB-148,10172,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:29 PM,20/Feb/24 6:24 PM,05/Mar/24 6:02 PM,20/Feb/24 6:24 PM,,0,Kullanıcının tüm yetkinlikleri seçip kaydettikten sonra seçim kutusunun boş olduğunu kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@21d9c04b,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzxk,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_610972970_*|*_3_*:*_1_*:*_4311585_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 6:24 PM
[TC]- Saving Competency Selection,TOB-146,10170,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:21 PM,20/Feb/24 6:24 PM,05/Mar/24 6:02 PM,20/Feb/24 6:24 PM,,0,Kullanıcının seçtiği yetkinliklerin kaydedilip doğru bir şekilde gösterildiğini ve seçim kutusundan kaldırıldığını kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@42f5afeb,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzxi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_611437996_*|*_3_*:*_1_*:*_4317206_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 6:24 PM
[TC]-Checking the Save Button in the Selection Box,TOB-145,10169,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:16 PM,20/Feb/24 11:36 PM,05/Mar/24 6:02 PM,20/Feb/24 11:36 PM,,0,Kullanıcının seçim kutusunun altında kaydet butonunu kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10c50996,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:r,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_594319947_*|*_3_*:*_1_*:*_40432962_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 11:36 PM
[TC]-Checking the Background Color Change on the Competency Selection Screen,TOB-144,10168,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:11 PM,20/Feb/24 11:35 PM,05/Mar/24 6:02 PM,20/Feb/24 11:35 PM,,0,Kullanıcının yetkinlik seçim ekranında yetkinliklere fare ile geldiğinde arka plan renginin değişip değişmediğini kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@72587ea3,,,,,,,,,,,,,,,,,,,,,,,,,0|i00034:6,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_594661580_*|*_3_*:*_1_*:*_40430920_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 11:35 PM
[TC]-Checking the Background Color Change on the Competency Selection Screen,TOB-143,10167,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:06 PM,20/Feb/24 10:44 PM,05/Mar/24 6:02 PM,20/Feb/24 10:44 PM,,0,Kullanıcının yetkinlik seçim ekranında yetkinliklere fare ile geldiğinde arka plan renginin değişip değişmediğini kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@539d0d3d,,,,,,,,,,,,,,,,,,,,,,,,,0|i00034:d,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_594930509_*|*_3_*:*_1_*:*_37329317_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 10:44 PM
[TC]-My Skills Selection Control,TOB-142,10166,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 3:02 PM,20/Feb/24 11:35 PM,05/Mar/24 6:02 PM,20/Feb/24 11:35 PM,,0,":Kullanıcının sayfanın sağ tarafındaki açılır kapanır bölümde yetkinlik seçimi yapabilmesini ve seçilen yetkinliklerin ""Yetkinliklerim"" bölümü altındaki seçim kutusunda görüntülenmesini kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22f661e4,,,,,,,,,,,,,,,,,,,,,,,,,0|i00034:4,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_595193011_*|*_3_*:*_1_*:*_40437121_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 11:35 PM
[TC]-Selection Control of My Competencies Section,TOB-141,10165,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 2:53 PM,20/Feb/24 10:44 PM,05/Mar/24 6:02 PM,20/Feb/24 10:44 PM,,0,"Kullanıcının ""Yetkinliklerim"" yazısına tıklandığında yazının renginin mor olarak değiştirilip değiştirilmediğini kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7fc5b4ef,,,,,,,,,,,,,,,,,,,,,,,,,0|i00034:9,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_595717859_*|*_3_*:*_1_*:*_37335226_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 10:44 PM
[TC]-Showing Profile Information on the Left Side,TOB-140,10164,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 2:46 PM,20/Feb/24 11:35 PM,05/Mar/24 6:02 PM,20/Feb/24 11:35 PM,,0,Sayfanın sol yanında kullanıcının profil bilgilerinin doğru bir şekilde gösterilip gösterilmediğini kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@72aa79cc,,,,,,,,,,,,,,,,,,,,,,,,,0|i00033:i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_596139866_*|*_3_*:*_1_*:*_40440395_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 11:35 PM
[TC]-Controlling the Navigation Bar at the Top of the Page,TOB-138,10162,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 2:35 PM,20/Feb/24 9:30 PM,05/Mar/24 6:02 PM,20/Feb/24 9:30 PM,,0,Sayfanın başına eklenen gezinme çubuğunun gereksinimlere uygun bir şekilde gösterilip gösterilmediğini kontrol etmek.,,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66fd35de,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzx,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_596805088_*|*_3_*:*_1_*:*_32932154_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 9:30 PM
[TS]-My Competencies Section,TOB-136,10160,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,13/Feb/24 2:32 PM,20/Feb/24 9:20 PM,22/Feb/24 5:41 PM,20/Feb/24 9:20 PM,,0,"Profilim bölümündeki ""Yetkinliklerim"" bölümü test edilecektir",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@793266f8,,,,,,,,,,,,,,,,,,,,,,,,,0|i00035:i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_596958279_*|*_3_*:*_1_*:*_32321303_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 9:20 PM
[TC]-Incorrect Credentials,TOB-134,10158,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 2:11 PM,20/Feb/24 9:30 PM,05/Mar/24 6:02 PM,20/Feb/24 9:30 PM,,0,Kullanıcı bilgilerini güncellemek istediğinde sisteme girdiği kimlik bilgileri (TC kimlik no- ad-soyad-doğum tarihi) servis aracılığıyla doğrulanmalıdır. Bu bilgilerden herhangi biri yanlış ise “Kimlik bilgilerinizi hatalı girdiniz” uyarısı kırmızı renkli bir pop-up yardımıyla sayfanın sağ üst köşesinde görüldüğü kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2fdca00d,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzzr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_598230549_*|*_3_*:*_1_*:*_32933144_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 9:30 PM
[TC]-Successful Save,TOB-133,10157,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 2:09 PM,20/Feb/24 8:59 PM,05/Mar/24 5:58 PM,20/Feb/24 8:59 PM,,0,Kullanıcı girdiği bilgileri ‘Kaydet’ butonu yardımıyla sisteme kaydedebilmeliidr. Kullanıcının kaydettiği bilgilerde herhangi bir problem yok ise “Bilgileriniz başarıyla güncellendi” bildirimi yeşil renkli bir pop-up yardımıyla sayfanın sağ üst köşesinde gösterildiği kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41d5b54c,,,,,,,,,,,,,,,,,,,,,,,,,0|i00036:4,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_598359555_*|*_3_*:*_1_*:*_31041179_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 8:59 PM
[TC]-About Me Field,TOB-132,10156,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 2:05 PM,20/Feb/24 8:59 PM,05/Mar/24 6:02 PM,20/Feb/24 8:59 PM,,0,"Kullanıcının kendini kısaca tanıttığı bir metin alanı olmalıdır. Kullanıcı
bu alana klavyeden giriş yapabilmelidir. Kullanıcı 300 karakterden fazla bir metin girdiğinde ekranda “En fazla 300 karakter girebilirsiniz” uyarısı gösterildiği kontrol edilecektir.
",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a23ca5c,,,,,,,,,,,,,,,,,,,,,,,,,0|i00036:i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_598551403_*|*_3_*:*_1_*:*_31038534_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 8:59 PM
[TC]-Neighborhood/Street Field,TOB-131,10155,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 2:02 PM,20/Feb/24 8:59 PM,05/Mar/24 6:02 PM,20/Feb/24 8:59 PM,,0,Kullanıcının mahalle/sokak bilgisini girdiği bir metin alanı olmalıdır. Kullanıcı bu alana klavyeden giriş sağlayabilmelidir. Kullanıcı bu alana 200 karakterden fazla bir metin girdiğinde ekranda “En fazla 200 karakter girebilirsiniz” uyarısı gösterildiği kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@79d19b7e,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:04,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_598776307_*|*_3_*:*_1_*:*_31039455_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 8:59 PM
[TC]-Province and District Selection Area,TOB-130,10154,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 1:56 PM,20/Feb/24 3:15 PM,05/Mar/24 6:02 PM,20/Feb/24 3:15 PM,,0,"Kullanıcı il bilgisini,  sadece şehir listesinin olduğu seçim kutusu yardımıyla seçebilmelidir. Seçim kutusunun içinde “İl seçiniz“ yazısı olmalıdır.
Kullanıcının bu alana giriş yapması zorunlu olmalıdır. Kullanıcı ilçe bilgisini, sadece ilçe listesinin olduğu seçim kutusu yardımıyla seçebilmelidir. Seçim kutusunun içinde “İlçe seçiniz“ yazısı olmalıdır. Kullanıcının seçtiği şehir bilgisine göre ilçe isimleri değişmelidir. Kullanıcının bu alana giriş yapması zorunlu olmalıdır.
",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4ca34365,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzx,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_590225549_*|*_3_*:*_1_*:*_19360340_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 3:15 PM
[TC]-Country Field,TOB-129,10153,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 1:49 PM,20/Feb/24 3:15 PM,05/Mar/24 6:02 PM,20/Feb/24 3:15 PM,,0,"Kullanıcı ülke bilgisini metin kutusu yardımıyla girebilmelidir. Kullanıcının bu alana sayı girişi yapması engellenmelidir. Kullanıcının bu alana giriş yapması zorunlu olmalıdır.
Kullanıcı 30 karakterden fazla bir metin girdiğinde ekranda “En fazla 30 karakter girebilirsiniz” uyarısı gösterilmelidir. Kullanıcı 2 karakterden az bir metin girdiğinde ekranda “En az 2 karakter girmelisiniz” uyarısı gösterildiği kontrol edilecektir.
",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51b80ab1,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzv,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_590615560_*|*_3_*:*_1_*:*_19357142_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 3:15 PM
[TC]-TR Identity Number Field,TOB-128,10152,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 1:45 PM,20/Feb/24 3:15 PM,05/Mar/24 6:02 PM,20/Feb/24 3:15 PM,,0, Kullanıcı TC kimlik no bilgisini metin kutusu yardımıyla girebilmelidir. Bu alana sadece 11 karakterli sayı girişi olmalıdır. Metin kutusunun altında kırmızı renkli bir “Aboneliklerde fatura için doldurulması zorunlu alan” yazısı ekranda gösterilmelidir. Kullanıcının bu alana giriş yapması zorunlu olmalıdır. Kullanıcı 11 haneden az bir sayı girdiğinde ekranda “TC Kimlik Numarası 11 Haneden Az olamaz” uyarısı gösterilmelidir. Kullanıcı 11 haneden fazla bir sayı girdiğinde ekranda “TC Kimlik Numarası 11 Haneden fazla olamaz” uyarısı gösterildiği kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@77912a52,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzzzzr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_590862570_*|*_3_*:*_1_*:*_19356615_*|*_10020_*:*_1_*:*_0,Done,20/Feb/24 3:15 PM
